training_id,client_id,certificate_number,training_title,category,duration_hours,start_date,end_date,training_status,review_count,approved_review_count,rejected_review_count,pending_review_count,approved_review_ratio,avg_review_rating,attendance_rate,completion_rate,assignment_avg,exam_score,engagement_score,practice_quiz_avg,days_until_exam,missed_sessions,prior_certifications,certificate_score,grade,issue_date,expiry_date,certificate_status,issue_probability,is_issued
742,1742,CERT-2026-00742,Data Science Bootcamp 742,Data Science,58,2025-11-03,2025-11-17,COMPLETED,7,2,3,2,0.35,3.6,0.66,0.95,39.5,68.7,55.3,32.4,9,2,0,54.3,F,,,REVOKED,0.3585,0
743,1743,CERT-2026-00743,UI/UX Bootcamp 743,UI/UX,37,2026-03-28,2026-04-06,COMPLETED,13,6,5,2,0.43,3.5,0.72,0.81,49.9,41.6,30.7,40.5,4,1,0,44.8,F,,,REVOKED,0.019,0
744,1744,CERT-2026-00744,Data Science Bootcamp 744,Data Science,36,2026-03-27,2026-04-05,COMPLETED,3,2,1,0,0.62,3.9,1.0,0.86,88.8,100.0,95.2,73.4,0,1,1,92.6,A,2026-04-18,2027-04-18,ISSUED,0.7603,1
746,1746,CERT-2026-00746,Web Development Bootcamp 746,Web Development,44,2026-03-24,2026-04-04,COMPLETED,9,6,2,1,0.62,4.1,0.86,0.91,71.4,77.5,51.9,56.8,2,1,2,70.1,C,,,PENDING,0.2607,0
747,1747,CERT-2026-00747,Mobile Bootcamp 747,Mobile,46,2026-02-28,2026-03-12,COMPLETED,6,5,0,1,0.8,4.2,0.86,1.0,67.3,76.7,81.5,57.8,0,1,2,73.2,C,2026-03-16,2027-03-16,ISSUED,0.4141,1
749,1749,CERT-2026-00749,Data Science Bootcamp 749,Data Science,67,2026-01-09,2026-01-26,COMPLETED,7,5,1,1,0.68,4.9,0.88,1.0,78.7,91.4,94.1,73.1,10,1,2,85.7,B,2026-02-03,2027-02-03,ISSUED,0.9447,1
750,1750,CERT-2026-00750,Cloud Bootcamp 750,Cloud,64,2026-02-02,2026-02-18,COMPLETED,11,7,1,3,0.59,4.4,0.95,0.88,33.6,28.6,32.2,54.5,6,1,0,41.0,F,,,REVOKED,0.2121,0
751,1751,CERT-2026-00751,Web Development Bootcamp 751,Web Development,33,2026-02-02,2026-02-10,COMPLETED,8,5,2,1,0.64,,0.88,0.94,42.9,64.5,79.8,38.5,6,5,0,60.1,D,2026-02-16,2027-02-16,ISSUED,0.1883,1
752,1752,CERT-2026-00752,UI/UX Bootcamp 752,UI/UX,38,2026-02-08,2026-02-18,COMPLETED,6,3,1,2,0.54,3.5,0.76,0.98,64.5,74.7,46.5,51.1,8,1,2,64.9,D,,,PENDING,0.416,0
753,1753,CERT-2026-00753,Mobile Bootcamp 753,Mobile,17,2025-11-28,2025-12-02,COMPLETED,12,8,2,2,0.65,4.0,1.0,0.92,65.4,80.0,64.4,67.8,5,1,1,74.7,C,,,PENDING,0.8036,0
754,1754,CERT-2026-00754,Data Science Bootcamp 754,Data Science,52,2025-12-30,2026-01-12,COMPLETED,14,6,6,2,0.4,2.9,0.56,0.84,25.0,45.5,52.5,22.5,5,0,1,39.3,F,,,REVOKED,0.035,0
755,1755,CERT-2026-00755,Data Science Bootcamp 755,Data Science,59,2025-10-18,2025-11-02,COMPLETED,4,2,1,1,0.4,4.0,0.96,0.95,95.5,100.0,79.3,100.0,5,2,2,95.7,A,2025-11-21,2026-11-21,ISSUED,0.7822,1
756,1756,CERT-2026-00756,Data Science Bootcamp 756,Data Science,79,2025-10-14,2025-11-03,COMPLETED,3,1,1,1,0.27,3.5,0.92,0.88,33.8,41.9,61.9,59.7,3,2,0,50.8,F,,,REVOKED,0.035,0
757,1757,CERT-2026-00757,Mobile Bootcamp 757,Mobile,40,2026-03-09,2026-03-19,COMPLETED,6,5,0,1,0.9,5.0,0.76,0.93,74.3,60.3,53.9,67.5,5,3,2,65.2,D,2026-03-21,2027-03-21,ISSUED,0.607,1
760,1760,CERT-2026-00760,Cybersecurity Bootcamp 760,Cybersecurity,63,2025-12-24,2026-01-09,COMPLETED,9,5,2,2,0.53,3.5,0.96,0.95,76.7,72.1,55.9,74.8,1,2,2,73.7,C,,,PENDING,0.5646,0
761,1761,CERT-2026-00761,UI/UX Bootcamp 761,UI/UX,28,2025-10-12,2025-10-19,COMPLETED,6,4,1,1,0.63,3.8,0.88,0.89,51.7,77.2,59.3,62.1,6,6,1,67.7,D,,,PENDING,0.3115,0
762,1762,CERT-2026-00762,UI/UX Bootcamp 762,UI/UX,18,2025-12-11,2025-12-15,COMPLETED,9,7,1,1,0.79,4.8,0.88,0.95,64.7,71.9,66.9,58.9,0,3,0,69.1,D,,,PENDING,0.267,0
764,1764,CERT-2026-00764,Web Development Bootcamp 764,Web Development,56,2025-11-09,2025-11-23,COMPLETED,8,7,0,1,0.86,5.0,0.95,0.92,59.9,64.7,58.1,63.9,4,1,2,65.6,D,,,PENDING,0.3046,0
765,1765,CERT-2026-00765,Cybersecurity Bootcamp 765,Cybersecurity,51,2025-10-27,2025-11-09,COMPLETED,6,4,1,1,0.65,3.4,0.74,0.87,55.5,55.0,58.3,56.3,7,1,1,57.7,F,,,REVOKED,0.6021,0
767,1767,CERT-2026-00767,Cloud Bootcamp 767,Cloud,43,2025-12-09,2025-12-20,COMPLETED,9,5,2,2,0.51,4.6,0.97,0.98,82.2,92.2,98.2,70.4,6,0,2,87.8,B,,,PENDING,0.7806,0
768,1768,CERT-2026-00768,Web Development Bootcamp 768,Web Development,34,2025-12-06,2025-12-14,COMPLETED,10,2,2,6,0.18,3.2,0.66,0.99,47.2,44.1,54.6,55.5,12,3,1,50.3,F,,,REVOKED,0.0452,0
769,1769,CERT-2026-00769,Cloud Bootcamp 769,Cloud,64,2026-01-20,2026-02-05,COMPLETED,6,4,1,1,0.7,4.3,0.59,0.8,28.4,37.9,41.6,34.5,12,2,0,37.9,F,,,REVOKED,0.0307,0
770,1770,CERT-2026-00770,Data Science Bootcamp 770,Data Science,65,2025-12-01,2025-12-17,COMPLETED,5,2,1,2,0.45,4.0,0.94,0.92,67.0,84.1,66.5,74.2,5,2,2,77.3,C,,,PENDING,0.8772,0
774,1774,CERT-2026-00774,Cybersecurity Bootcamp 774,Cybersecurity,64,2026-02-18,2026-03-06,COMPLETED,3,1,1,1,0.17,2.8,0.99,0.87,50.6,66.6,70.6,57.0,5,0,1,65.3,D,2026-03-24,2027-03-24,ISSUED,0.569,1
776,1776,CERT-2026-00776,Cloud Bootcamp 776,Cloud,51,2026-02-12,2026-02-25,COMPLETED,10,8,1,1,0.77,3.8,0.99,0.99,67.8,63.6,56.6,75.8,11,2,2,69.0,D,2026-03-16,2027-03-16,ISSUED,0.8721,1
779,1779,CERT-2026-00779,Web Development Bootcamp 779,Web Development,34,2026-02-23,2026-03-03,COMPLETED,4,3,1,0,0.71,4.1,0.81,1.0,66.0,67.9,40.4,72.4,3,1,3,65.7,D,2026-03-10,2027-03-10,ISSUED,0.6853,1
780,1780,CERT-2026-00780,Cybersecurity Bootcamp 780,Cybersecurity,63,2025-11-01,2025-11-17,COMPLETED,8,7,0,1,0.85,,0.93,0.94,81.5,63.7,57.0,66.6,0,1,2,70.1,C,2025-11-27,2026-11-27,ISSUED,0.7281,1
781,1781,CERT-2026-00781,Web Development Bootcamp 781,Web Development,33,2025-11-04,2025-11-12,COMPLETED,10,9,0,1,0.88,4.3,0.98,0.81,56.7,55.7,100.0,,9,0,4,66.2,D,,,PENDING,0.6301,0
782,1782,CERT-2026-00782,Cybersecurity Bootcamp 782,Cybersecurity,47,2025-11-19,2025-12-01,COMPLETED,8,4,2,2,0.5,3.7,0.92,0.95,81.0,89.6,66.3,94.4,1,3,1,85.5,B,2025-12-05,2026-12-05,ISSUED,0.8454,1
783,1783,CERT-2026-00783,Cybersecurity Bootcamp 783,Cybersecurity,55,2026-03-04,2026-03-18,COMPLETED,9,7,1,1,0.8,4.5,0.88,0.96,74.9,81.7,73.0,51.4,2,0,3,74.8,C,2026-03-21,2027-03-21,ISSUED,0.8063,1
784,1784,CERT-2026-00784,Web Development Bootcamp 784,Web Development,54,2025-12-28,2026-01-11,COMPLETED,5,4,1,0,0.72,4.7,0.86,0.78,76.4,63.0,56.5,69.7,1,3,1,68.4,D,,,PENDING,0.3912,0
786,1786,CERT-2026-00786,Cybersecurity Bootcamp 786,Cybersecurity,57,2025-10-14,2025-10-28,COMPLETED,19,10,4,5,0.54,4.4,0.87,0.91,99.6,93.5,86.8,100.0,8,2,1,94.3,A,2025-11-03,2026-11-03,ISSUED,0.9329,1
788,1788,CERT-2026-00788,Cybersecurity Bootcamp 788,Cybersecurity,75,2025-11-04,2025-11-23,COMPLETED,3,3,0,0,0.95,4.3,0.69,0.9,50.4,55.2,37.6,57.6,4,0,1,53.4,F,,,REVOKED,0.3912,0
791,1791,CERT-2026-00791,Cloud Bootcamp 791,Cloud,49,2026-01-15,2026-01-27,COMPLETED,4,1,1,2,0.26,3.6,0.97,0.96,83.5,83.3,100.0,76.6,0,0,1,86.0,B,2026-01-31,2027-01-31,ISSUED,0.8001,1
792,1792,CERT-2026-00792,Cloud Bootcamp 792,Cloud,44,2025-10-22,2025-11-02,COMPLETED,12,9,1,2,0.78,4.1,0.87,0.88,83.9,58.8,61.2,56.1,5,1,1,67.0,D,,,PENDING,0.6171,0
794,1794,CERT-2026-00794,Cybersecurity Bootcamp 794,Cybersecurity,65,2026-01-16,2026-02-01,COMPLETED,10,6,3,1,0.57,3.3,0.72,0.87,28.3,40.3,56.4,,14,1,0,45.4,F,,,REVOKED,0.0609,0
795,1795,CERT-2026-00795,Data Science Bootcamp 795,Data Science,48,2026-03-11,2026-03-23,COMPLETED,13,8,3,2,0.59,4.2,0.8,0.99,71.0,75.3,65.6,87.2,14,1,0,75.4,C,2026-04-04,2027-04-04,ISSUED,0.7627,1
796,1796,CERT-2026-00796,Data Science Bootcamp 796,Data Science,61,2026-01-13,2026-01-28,COMPLETED,12,12,0,0,0.99,4.9,1.0,1.0,96.7,100.0,92.8,100.0,1,1,2,98.3,A,2026-02-06,2027-02-06,ISSUED,0.9598,1
797,1797,CERT-2026-00797,Web Development Bootcamp 797,Web Development,42,2026-02-15,2026-02-25,COMPLETED,6,4,1,1,0.59,3.1,0.9,0.89,60.0,71.4,54.0,,4,0,1,65.7,D,,,PENDING,0.4588,0
800,1800,CERT-2026-00800,UI/UX Bootcamp 800,UI/UX,22,2026-02-12,2026-02-18,COMPLETED,9,6,2,1,0.62,2.9,0.79,0.97,73.8,87.8,56.9,69.8,6,2,1,76.6,C,,,PENDING,0.5052,0
803,1803,CERT-2026-00803,Web Development Bootcamp 803,Web Development,54,2025-10-08,2025-10-22,COMPLETED,10,4,2,4,0.41,,0.7,1.0,,65.7,56.2,33.8,8,2,0,57.1,F,,,REVOKED,0.1073,0
808,1808,CERT-2026-00808,Data Science Bootcamp 808,Data Science,52,2026-03-06,2026-03-19,COMPLETED,9,6,2,1,0.64,4.2,0.82,0.9,82.2,90.6,56.0,68.3,11,1,1,79.5,C,2026-03-31,2027-03-31,ISSUED,0.7218,1
812,1812,CERT-2026-00812,Mobile Bootcamp 812,Mobile,39,2025-10-27,2025-11-06,COMPLETED,14,7,5,2,0.53,4.6,0.74,0.92,83.0,96.0,69.1,58.7,0,3,5,81.2,B,,,PENDING,0.5289,0
813,1813,CERT-2026-00813,Cybersecurity Bootcamp 813,Cybersecurity,60,2025-12-31,2026-01-15,COMPLETED,12,10,1,1,0.86,4.6,1.0,0.89,100.0,97.9,100.0,100.0,3,1,2,99.2,A,2026-01-23,2027-01-23,ISSUED,0.915,1
814,1814,CERT-2026-00814,Mobile Bootcamp 814,Mobile,38,2025-10-24,2025-11-03,COMPLETED,5,3,1,1,0.53,3.6,0.91,0.92,65.1,72.2,74.3,52.6,0,1,1,69.7,D,2025-11-15,2026-11-15,ISSUED,0.384,1
815,1815,CERT-2026-00815,Mobile Bootcamp 815,Mobile,48,2025-11-13,2025-11-25,COMPLETED,8,3,2,3,0.41,2.9,0.97,0.97,79.1,68.3,71.0,79.1,2,0,1,75.7,C,2025-12-07,2026-12-07,ISSUED,0.6071,1
819,1819,CERT-2026-00819,Cloud Bootcamp 819,Cloud,52,2025-11-12,2025-11-25,COMPLETED,10,3,3,4,0.33,,0.7,0.87,55.0,51.9,42.5,61.8,8,5,0,54.7,F,,,REVOKED,0.0262,0
823,1823,CERT-2026-00823,Mobile Bootcamp 823,Mobile,27,2025-11-12,2025-11-19,COMPLETED,7,5,1,1,0.73,4.6,0.85,0.91,72.9,58.7,49.7,70.8,3,2,1,65.1,D,,,PENDING,0.1915,0
824,1824,CERT-2026-00824,Web Development Bootcamp 824,Web Development,39,2026-02-14,2026-02-24,COMPLETED,13,7,2,4,0.51,4.3,0.76,1.0,77.9,86.5,87.9,78.4,4,0,2,82.5,B,2026-03-10,2027-03-10,ISSUED,0.5532,1
826,1826,CERT-2026-00826,Cloud Bootcamp 826,Cloud,40,2025-10-17,2025-10-27,COMPLETED,12,7,2,3,0.54,3.4,0.85,0.86,34.3,62.4,34.9,53.5,5,0,1,53.2,F,2025-11-03,2026-11-03,ISSUED,0.2176,1
827,1827,CERT-2026-00827,Cybersecurity Bootcamp 827,Cybersecurity,47,2026-03-21,2026-04-02,COMPLETED,11,6,3,2,0.51,3.5,0.85,0.96,63.2,68.7,36.3,73.7,4,0,1,65.4,D,,,PENDING,0.2787,0
828,1828,CERT-2026-00828,Cloud Bootcamp 828,Cloud,45,2026-01-31,2026-02-11,COMPLETED,8,5,2,1,0.66,3.9,0.97,0.82,97.0,58.3,74.9,77.7,4,2,1,76.1,C,,,PENDING,0.5215,0
829,1829,CERT-2026-00829,Cybersecurity Bootcamp 829,Cybersecurity,34,2025-12-02,2025-12-10,COMPLETED,11,7,2,2,0.62,4.2,0.95,1.0,70.5,65.3,83.7,,0,0,0,70.3,C,2025-12-16,2026-12-16,ISSUED,0.634,1
830,1830,CERT-2026-00830,Cloud Bootcamp 830,Cloud,60,2025-11-23,2025-12-08,COMPLETED,8,2,3,3,0.31,4.3,0.99,0.88,78.2,88.0,78.3,82.2,10,0,1,84.7,B,2025-12-16,2026-12-16,ISSUED,0.8071,1
831,1831,CERT-2026-00831,Cloud Bootcamp 831,Cloud,54,2026-02-03,2026-02-17,COMPLETED,10,7,1,2,0.73,4.6,1.0,0.94,95.3,100.0,100.0,100.0,10,1,1,99.0,A,2026-02-20,2027-02-20,ISSUED,0.8711,1
832,1832,CERT-2026-00832,UI/UX Bootcamp 832,UI/UX,40,2026-01-11,2026-01-21,COMPLETED,7,3,1,3,0.47,3.7,0.77,0.85,42.7,59.3,34.6,65.7,6,1,2,55.0,F,,,REVOKED,0.2992,0
834,1834,CERT-2026-00834,Web Development Bootcamp 834,Web Development,52,2025-11-13,2025-11-26,COMPLETED,8,6,1,1,0.77,4.4,0.76,0.85,58.2,60.0,61.7,67.9,4,2,0,62.7,D,,,PENDING,0.1798,0
836,1836,CERT-2026-00836,Cybersecurity Bootcamp 836,Cybersecurity,77,2026-02-24,2026-03-15,COMPLETED,5,5,0,0,0.91,4.6,1.0,0.86,100.0,100.0,86.1,,6,2,4,90.9,A,2026-04-05,2027-04-05,ISSUED,0.9292,1
837,1837,CERT-2026-00837,Data Science Bootcamp 837,Data Science,63,2025-12-14,2025-12-30,COMPLETED,6,3,2,1,0.45,3.4,0.89,1.0,67.3,51.9,75.4,59.2,8,2,0,63.5,D,,,PENDING,0.0782,0
839,1839,CERT-2026-00839,Cybersecurity Bootcamp 839,Cybersecurity,29,2025-11-29,2025-12-06,COMPLETED,7,5,1,1,0.66,4.7,0.97,1.0,66.6,73.3,100.0,72.7,8,0,0,77.8,C,2025-12-14,2026-12-14,ISSUED,0.8299,1
840,1840,CERT-2026-00840,Data Science Bootcamp 840,Data Science,56,2026-03-04,2026-03-18,COMPLETED,9,6,2,1,0.7,3.9,0.82,0.88,65.9,80.2,77.5,59.7,1,1,2,73.6,C,2026-04-06,2027-04-06,ISSUED,0.6916,1
841,1841,CERT-2026-00841,Cloud Bootcamp 841,Cloud,54,2026-01-15,2026-01-29,COMPLETED,5,4,1,0,0.86,4.5,0.81,0.95,64.1,46.6,48.9,47.3,4,3,3,54.3,F,,,REVOKED,0.1253,0
842,1842,CERT-2026-00842,Web Development Bootcamp 842,Web Development,54,2025-12-28,2026-01-11,COMPLETED,7,5,1,1,0.72,4.0,1.0,0.9,72.7,73.0,100.0,90.5,6,0,2,82.2,B,,,PENDING,0.6436,0
843,1843,CERT-2026-00843,Data Science Bootcamp 843,Data Science,49,2026-03-23,2026-04-04,COMPLETED,5,3,1,1,0.6,4.4,0.85,1.0,47.3,60.4,39.7,33.7,1,1,2,52.8,F,,,REVOKED,0.3235,0
844,1844,CERT-2026-00844,Web Development Bootcamp 844,Web Development,61,2025-10-24,2025-11-08,COMPLETED,10,6,3,1,0.55,3.2,1.0,1.0,93.4,81.3,87.3,85.4,6,1,2,87.3,B,,,PENDING,0.8086,0
845,1845,CERT-2026-00845,Cloud Bootcamp 845,Cloud,64,2026-01-16,2026-02-01,COMPLETED,7,4,1,2,0.55,4.2,0.86,0.9,73.1,87.3,74.6,89.0,12,0,2,82.5,B,,,PENDING,0.9387,0
848,1848,CERT-2026-00848,Data Science Bootcamp 848,Data Science,54,2025-11-08,2025-11-22,COMPLETED,3,2,1,0,0.59,3.8,0.85,0.87,72.8,91.2,55.5,,1,3,1,75.7,C,2025-12-12,2026-12-12,ISSUED,0.4758,1
849,1849,CERT-2026-00849,Data Science Bootcamp 849,Data Science,57,2025-11-23,2025-12-07,COMPLETED,9,7,1,1,0.77,4.0,0.86,1.0,66.6,83.5,62.4,86.6,5,0,1,77.6,C,2025-12-26,2026-12-26,ISSUED,0.8178,1
851,1851,CERT-2026-00851,UI/UX Bootcamp 851,UI/UX,26,2025-11-02,2025-11-08,COMPLETED,7,6,0,1,0.8,4.7,0.96,0.92,64.9,79.8,55.6,57.1,5,0,0,71.1,C,,,PENDING,0.8172,0
852,1852,CERT-2026-00852,UI/UX Bootcamp 852,UI/UX,52,2026-03-10,2026-03-23,COMPLETED,4,3,1,0,0.72,4.0,0.82,0.88,82.1,67.8,95.0,86.9,8,2,3,79.2,C,2026-03-31,2027-03-31,ISSUED,0.8308,1
853,1853,CERT-2026-00853,Mobile Bootcamp 853,Mobile,43,2026-03-29,2026-04-09,COMPLETED,9,6,2,1,0.62,4.8,0.76,0.89,62.8,50.6,72.0,62.0,10,0,0,60.6,D,,,PENDING,0.2925,0
854,1854,CERT-2026-00854,Mobile Bootcamp 854,Mobile,37,2026-02-16,2026-02-25,COMPLETED,8,3,3,2,0.4,,0.71,0.9,42.0,70.9,48.5,49.0,1,2,2,57.9,F,,,REVOKED,0.2784,0
858,1858,CERT-2026-00858,UI/UX Bootcamp 858,UI/UX,42,2026-02-24,2026-03-06,COMPLETED,17,9,2,6,0.53,4.4,0.98,1.0,55.3,79.9,75.6,83.9,0,1,2,76.3,C,2026-03-08,2027-03-08,ISSUED,0.6717,1
861,1861,CERT-2026-00861,Cloud Bootcamp 861,Cloud,57,2025-11-21,2025-12-05,COMPLETED,9,7,1,1,0.8,4.4,1.0,0.9,76.5,96.7,74.7,75.6,7,1,0,86.1,B,2025-12-25,2026-12-25,ISSUED,0.8873,1
862,1862,CERT-2026-00862,Data Science Bootcamp 862,Data Science,52,2025-12-26,2026-01-08,COMPLETED,9,4,2,3,0.42,3.4,0.75,0.94,63.3,72.7,25.1,82.3,5,0,2,65.7,D,,,PENDING,0.7345,0
864,1864,CERT-2026-00864,UI/UX Bootcamp 864,UI/UX,37,2025-11-18,2025-11-27,COMPLETED,9,6,2,1,0.63,4.6,1.0,0.94,98.6,100.0,85.4,100.0,13,2,3,97.6,A,2025-11-30,2026-11-30,ISSUED,0.949,1
866,1866,CERT-2026-00866,Data Science Bootcamp 866,Data Science,63,2026-03-05,2026-03-21,COMPLETED,7,5,1,1,0.77,3.5,1.0,0.86,100.0,92.0,90.9,78.3,5,0,4,92.2,A,2026-03-31,2027-03-31,ISSUED,0.787,1
870,1870,CERT-2026-00870,Data Science Bootcamp 870,Data Science,59,2025-11-10,2025-11-25,COMPLETED,7,5,1,1,0.77,4.7,0.98,0.95,60.2,55.2,77.2,53.1,4,0,0,63.3,D,2025-12-07,2026-12-07,ISSUED,0.5399,1
872,1872,CERT-2026-00872,Cybersecurity Bootcamp 872,Cybersecurity,54,2026-03-25,2026-04-08,COMPLETED,6,4,1,1,0.74,4.3,0.78,0.91,77.2,72.3,59.1,88.5,10,2,0,74.7,C,,,PENDING,0.7049,0
873,1873,CERT-2026-00873,Data Science Bootcamp 873,Data Science,59,2026-03-21,2026-04-05,COMPLETED,6,4,1,1,0.74,3.9,0.75,1.0,44.6,56.1,45.8,56.6,7,1,0,54.1,F,2026-04-16,2027-04-16,ISSUED,0.5423,1
874,1874,CERT-2026-00874,Cybersecurity Bootcamp 874,Cybersecurity,54,2025-12-04,2025-12-18,COMPLETED,5,3,1,1,0.62,4.9,0.99,0.94,,100.0,100.0,75.1,7,1,2,85.8,B,2026-01-04,2027-01-04,ISSUED,0.7007,1
875,1875,CERT-2026-00875,Cloud Bootcamp 875,Cloud,59,2025-12-01,2025-12-16,COMPLETED,4,3,0,1,0.67,3.8,0.91,0.95,59.3,50.9,60.9,26.5,6,2,2,54.3,F,,,REVOKED,0.0786,0
876,1876,CERT-2026-00876,Web Development Bootcamp 876,Web Development,54,2025-12-10,2025-12-24,COMPLETED,6,4,1,1,0.71,4.4,1.0,0.95,79.6,80.3,94.6,78.7,8,4,1,83.9,B,2026-01-14,2027-01-14,ISSUED,0.7395,1
877,1877,CERT-2026-00877,Data Science Bootcamp 877,Data Science,60,2026-03-02,2026-03-17,COMPLETED,7,5,1,1,0.74,3.9,0.69,0.88,64.2,53.2,58.2,49.8,0,4,0,57.4,F,,,REVOKED,0.1787,0
878,1878,CERT-2026-00878,Cybersecurity Bootcamp 878,Cybersecurity,62,2025-11-09,2025-11-25,COMPLETED,8,8,0,0,0.99,4.3,0.97,1.0,78.4,95.8,77.6,82.7,4,0,1,87.4,B,2025-12-04,2026-12-04,ISSUED,0.9331,1
881,1881,CERT-2026-00881,Mobile Bootcamp 881,Mobile,47,2026-02-22,2026-03-06,COMPLETED,5,2,1,2,0.39,,0.69,0.86,46.9,45.8,48.4,26.8,7,2,1,45.7,F,,,REVOKED,0.0557,0
883,1883,CERT-2026-00883,Mobile Bootcamp 883,Mobile,31,2025-10-17,2025-10-25,COMPLETED,10,5,3,2,0.47,3.4,0.8,0.91,39.7,45.2,68.4,42.1,9,2,1,50.2,F,2025-11-06,2026-11-06,ISSUED,0.0948,1
885,1885,CERT-2026-00885,Mobile Bootcamp 885,Mobile,31,2026-01-30,2026-02-07,COMPLETED,9,9,0,0,0.99,5.0,1.0,0.88,74.5,79.2,86.9,87.2,8,0,3,82.6,B,2026-02-14,2027-02-14,ISSUED,0.8827,1
887,1887,CERT-2026-00887,Mobile Bootcamp 887,Mobile,54,2026-02-03,2026-02-17,COMPLETED,8,3,2,3,0.44,3.6,0.86,0.85,37.1,51.2,39.1,40.5,5,2,0,48.2,F,,,REVOKED,0.1265,0
888,1888,CERT-2026-00888,UI/UX Bootcamp 888,UI/UX,26,2025-12-01,2025-12-07,COMPLETED,8,7,1,0,0.86,4.8,0.88,0.94,79.1,78.8,54.4,,3,1,3,72.6,C,2025-12-22,2026-12-22,ISSUED,0.8015,1
889,1889,CERT-2026-00889,UI/UX Bootcamp 889,UI/UX,49,2025-12-30,2026-01-11,COMPLETED,9,7,1,1,0.72,4.5,0.89,0.9,60.8,74.3,79.9,81.8,5,0,2,74.8,C,2026-01-22,2027-01-22,ISSUED,0.8096,1
890,1890,CERT-2026-00890,Cybersecurity Bootcamp 890,Cybersecurity,61,2025-11-24,2025-12-09,COMPLETED,8,7,1,0,0.82,5.0,1.0,0.95,72.2,77.4,56.7,72.0,5,0,4,74.8,C,2025-12-19,2026-12-19,ISSUED,0.9367,1
896,1896,CERT-2026-00896,UI/UX Bootcamp 896,UI/UX,29,2026-04-01,2026-04-08,COMPLETED,7,6,0,1,0.81,4.2,0.78,0.96,61.6,75.7,85.0,78.0,0,1,0,74.5,C,2026-04-10,2027-04-10,ISSUED,0.3795,1
900,1900,CERT-2026-00900,Data Science Bootcamp 900,Data Science,56,2025-11-07,2025-11-21,COMPLETED,4,1,1,2,0.37,4.0,0.94,0.89,79.7,100.0,91.2,74.4,10,1,4,89.6,B,2025-11-26,2026-11-26,ISSUED,0.8708,1
901,1901,CERT-2026-00901,Data Science Bootcamp 901,Data Science,54,2025-12-11,2025-12-25,COMPLETED,12,6,3,3,0.5,4.0,0.63,0.93,45.5,59.2,45.1,,7,0,0,53.9,F,,,REVOKED,0.2654,0
904,1904,CERT-2026-00904,Cybersecurity Bootcamp 904,Cybersecurity,70,2026-01-23,2026-02-10,COMPLETED,10,4,3,3,0.37,2.4,0.54,0.98,27.1,39.4,22.4,42.9,6,1,0,36.3,F,,,REVOKED,0.0213,0
905,1905,CERT-2026-00905,Data Science Bootcamp 905,Data Science,80,2026-02-27,2026-03-19,COMPLETED,10,8,1,1,0.8,4.6,0.8,0.99,60.9,91.8,87.4,85.8,4,2,0,82.2,B,2026-03-21,2027-03-21,ISSUED,0.9639,1
906,1906,CERT-2026-00906,Web Development Bootcamp 906,Web Development,44,2026-01-15,2026-01-26,COMPLETED,3,2,1,0,0.7,3.4,0.74,0.88,37.3,48.4,48.2,50.8,6,1,0,48.9,F,,,REVOKED,0.0168,0
911,1911,CERT-2026-00911,UI/UX Bootcamp 911,UI/UX,39,2025-12-20,2025-12-30,COMPLETED,5,4,0,1,0.86,4.5,0.93,1.0,75.4,85.5,100.0,74.9,7,0,2,84.4,B,2026-01-08,2027-01-08,ISSUED,0.7874,1
913,1913,CERT-2026-00913,Web Development Bootcamp 913,Web Development,50,2025-11-22,2025-12-04,COMPLETED,12,7,3,2,0.57,3.2,0.97,0.95,68.8,92.5,84.6,79.9,2,0,1,84.6,B,,,PENDING,0.7746,0
915,1915,CERT-2026-00915,Web Development Bootcamp 915,Web Development,44,2025-11-03,2025-11-14,COMPLETED,6,5,1,0,0.78,3.6,0.73,0.91,25.0,37.0,31.4,,6,1,0,40.1,F,,,REVOKED,0.0615,0
916,1916,CERT-2026-00916,Cloud Bootcamp 916,Cloud,52,2025-11-26,2025-12-09,COMPLETED,13,12,0,1,0.92,4.3,0.94,0.88,87.8,96.8,100.0,94.9,6,1,3,94.7,A,2025-12-24,2026-12-24,ISSUED,0.9487,1
918,1918,CERT-2026-00918,Cloud Bootcamp 918,Cloud,51,2026-01-04,2026-01-17,COMPLETED,16,2,9,5,0.15,2.1,0.81,0.91,68.4,79.0,71.6,85.6,0,0,2,76.9,C,,,PENDING,0.5629,0
923,1923,CERT-2026-00923,Cybersecurity Bootcamp 923,Cybersecurity,44,2026-01-06,2026-01-17,COMPLETED,5,4,1,0,0.7,3.6,0.73,0.88,25.0,22.7,34.5,38.3,10,3,0,32.4,F,,,REVOKED,0.0976,0
924,1924,CERT-2026-00924,Cybersecurity Bootcamp 924,Cybersecurity,57,2026-03-26,2026-04-09,COMPLETED,10,6,1,3,0.62,4.8,1.0,1.0,85.6,100.0,76.3,85.6,4,0,3,91.2,A,2026-04-11,2027-04-11,ISSUED,0.9791,1
926,1926,CERT-2026-00926,Mobile Bootcamp 926,Mobile,22,2026-01-28,2026-02-03,COMPLETED,8,6,1,1,0.72,3.8,0.6,0.84,54.3,70.4,33.5,56.2,6,4,1,58.4,F,,,PENDING,0.0249,0
