training_id,client_id,certificate_number,training_title,category,duration_hours,training_duration_days,start_date,end_date,cancel_date,training_status,review_count,approved_review_count,rejected_review_count,pending_review_count,approved_review_ratio,avg_review_rating,attendance_rate,completion_rate,assignment_avg,exam_score,engagement_score,practice_quiz_avg,days_until_exam,missed_sessions,prior_certifications,performance_index,engagement_index,certificate_score,grade,issue_date,expiry_date,certificate_status,issue_probability,is_issued
101,1101,CERT-2026-00101,Cybersecurity Bootcamp 101,Cybersecurity,55,14,2025-08-19,2025-09-02,,COMPLETED,9,7,1,1,0.75,4.1,0.84,0.95,64.9,70.8,79.5,72.9,0,2,1,69.6,82.4,71.8,C,2025-09-30,2026-09-30,ISSUED,0.4244,1
102,1102,CERT-2026-00102,Data Science Bootcamp 102,Data Science,53,13,2026-05-11,2026-05-24,,UPCOMING,1,1,0,0,0.68,4.3,0.95,0.06,,,100.0,,34,2,1,55.6,94.6,63.8,D,,,PENDING,0.0,0
103,1103,CERT-2026-00103,Cybersecurity Bootcamp 103,Cybersecurity,61,15,2026-04-11,2026-04-20,,ONGOING,3,2,0,1,0.55,3.8,0.98,0.78,100.0,,82.1,93.4,13,4,4,77.6,86.4,77.4,C,,,PENDING,0.0,0
104,1104,CERT-2026-00104,Cloud Bootcamp 104,Cloud,54,14,2025-02-14,2025-02-28,,COMPLETED,8,6,1,1,0.75,4.9,0.95,0.95,78.0,87.8,84.1,71.7,0,2,1,80.8,89.0,83.3,B,,,PENDING,0.4113,0
105,1105,CERT-2026-00105,Cloud Bootcamp 105,Cloud,38,10,2026-05-10,2026-05-20,,UPCOMING,7,5,1,1,0.66,4.5,0.97,0.09,,,74.1,,15,1,2,55.6,88.0,60.9,D,,,PENDING,0.0,0
106,1106,CERT-2026-00106,Mobile Bootcamp 106,Mobile,21,5,2026-04-11,2026-04-27,,ONGOING,2,1,1,0,0.31,3.1,0.71,0.53,46.5,,38.2,56.2,2,2,1,52.3,62.1,52.0,F,,,PENDING,0.0,0
107,1107,CERT-2026-00107,Cybersecurity Bootcamp 107,Cybersecurity,64,16,2026-05-15,2026-05-31,,UPCOMING,8,8,0,0,0.97,4.7,0.89,0.06,,,81.3,,15,1,1,55.6,86.9,61.1,D,,,PENDING,0.0,0
108,1108,CERT-2026-00108,Web Development Bootcamp 108,Web Development,33,8,2025-12-11,2025-12-14,2025-12-14,CANCELLED,7,5,1,1,0.7,4.2,0.85,0.32,69.8,,53.9,70.9,23,4,4,63.0,70.7,62.6,D,,,REVOKED,0.0,0
109,1109,CERT-2026-00109,UI/UX Bootcamp 109,UI/UX,39,10,2026-03-23,2026-03-23,2026-03-23,CANCELLED,6,3,2,1,0.42,3.3,0.77,0.46,20.0,,73.2,15.0,18,2,0,34.0,77.1,44.5,F,,,REVOKED,0.0,0
110,1110,CERT-2026-00110,Cybersecurity Bootcamp 110,Cybersecurity,53,13,2024-08-27,2024-09-09,,COMPLETED,10,7,2,1,0.66,3.9,0.98,0.91,99.9,89.4,78.2,81.3,0,1,3,90.5,89.9,90.1,A,2024-09-12,2025-09-12,EXPIRED,0.9275,1
111,1111,CERT-2026-00111,Cybersecurity Bootcamp 111,Cybersecurity,64,16,2024-09-22,2024-10-08,,COMPLETED,16,12,2,2,0.77,3.6,0.72,0.92,37.0,31.1,52.1,29.1,0,3,0,32.4,65.8,38.0,F,2024-11-03,2025-11-03,EXPIRED,0.0744,1
112,1112,CERT-2026-00112,Data Science Bootcamp 112,Data Science,53,13,2026-04-08,2026-04-26,,ONGOING,6,4,1,1,0.6,4.0,0.83,0.56,55.4,,96.0,,6,1,0,55.4,89.4,62.3,D,,,PENDING,0.0,0
113,1113,CERT-2026-00113,Cybersecurity Bootcamp 113,Cybersecurity,56,14,2026-05-04,2026-05-18,,UPCOMING,2,1,0,1,0.54,3.4,0.79,0.09,,,19.0,,28,4,1,55.6,55.8,52.8,F,,,PENDING,0.0,0
114,1114,CERT-2026-00114,Mobile Bootcamp 114,Mobile,42,10,2025-07-14,2025-07-24,,COMPLETED,11,8,1,2,0.69,4.1,0.98,1.0,100.0,100.0,89.2,89.1,0,2,1,97.3,92.1,97.0,A,2025-08-23,2026-08-23,ISSUED,0.657,1
115,1115,CERT-2026-00115,Cybersecurity Bootcamp 115,Cybersecurity,63,16,2025-07-22,2025-08-07,,COMPLETED,6,3,1,2,0.45,3.0,0.91,0.98,68.5,88.3,64.4,63.1,0,1,4,76.1,81.9,77.4,C,,,PENDING,0.3713,0
116,1116,CERT-2026-00116,Cybersecurity Bootcamp 116,Cybersecurity,48,12,2026-05-28,2026-06-09,,UPCOMING,4,3,1,0,0.74,4.7,0.77,0.08,,,62.9,,28,2,0,55.6,73.5,57.9,F,,,PENDING,0.0,0
117,1117,CERT-2026-00117,Web Development Bootcamp 117,Web Development,61,15,2026-05-20,2026-06-04,,UPCOMING,5,3,1,1,0.52,4.5,0.93,0.06,,,79.0,,21,5,0,55.6,81.5,61.2,D,,,PENDING,0.0,0
118,1118,CERT-2026-00118,Web Development Bootcamp 118,Web Development,32,8,2026-05-02,2026-05-10,,UPCOMING,5,4,0,1,0.7,4.2,0.83,0.05,,,61.4,,24,3,0,55.6,74.0,58.2,F,,,PENDING,0.0,0
119,1119,CERT-2026-00119,Mobile Bootcamp 119,Mobile,50,12,2026-04-08,2026-04-23,,ONGOING,6,4,1,1,0.72,,0.71,0.63,60.2,,53.5,49.6,17,2,2,54.8,67.5,56.2,F,,,PENDING,0.0,0
120,1120,CERT-2026-00120,Web Development Bootcamp 120,Web Development,49,12,2026-05-18,2026-05-30,,UPCOMING,3,1,1,1,0.33,3.1,0.59,0.04,,,10.0,,17,3,0,55.6,45.2,50.2,F,,,PENDING,0.0,0
121,1121,CERT-2026-00121,Data Science Bootcamp 121,Data Science,66,16,2026-04-10,2026-04-22,,ONGOING,5,4,1,0,0.77,4.1,0.73,0.66,56.4,,57.8,47.3,17,0,0,53.0,73.1,55.6,F,,,PENDING,0.0,0
122,1122,CERT-2026-00122,Web Development Bootcamp 122,Web Development,57,14,2025-09-22,2025-09-29,2025-09-29,CANCELLED,0,0,0,0,0.0,,0.77,0.09,36.4,,76.1,33.7,18,2,0,43.6,78.1,51.4,F,,,REVOKED,0.0,0
123,1123,CERT-2026-00123,Cybersecurity Bootcamp 123,Cybersecurity,52,13,2025-06-02,2025-06-15,,COMPLETED,10,6,2,2,0.56,3.8,0.73,0.96,45.5,52.5,33.3,51.8,0,0,1,50.2,64.5,50.1,F,,,REVOKED,0.1427,0
124,1124,CERT-2026-00124,Cloud Bootcamp 124,Cloud,43,11,2026-05-09,2026-05-20,,UPCOMING,8,5,1,2,0.59,4.2,0.82,0.06,,,47.7,,21,1,3,55.6,72.0,56.5,F,,,PENDING,0.0,0
125,1125,CERT-2026-00125,Cloud Bootcamp 125,Cloud,42,10,2025-04-09,2025-04-19,,COMPLETED,9,4,2,3,0.44,3.9,0.92,0.99,,79.4,70.8,81.7,0,2,0,73.0,83.0,74.1,C,,,PENDING,0.3717,0
126,1126,CERT-2026-00126,Mobile Bootcamp 126,Mobile,45,11,2025-02-03,2025-02-14,,COMPLETED,3,1,1,1,0.45,3.5,0.78,0.92,40.2,46.7,36.7,41.4,0,0,1,43.4,67.9,45.7,F,,,REVOKED,0.1909,0
127,1127,CERT-2026-00127,Web Development Bootcamp 127,Web Development,40,10,2026-04-11,2026-04-26,,ONGOING,5,2,1,2,0.39,3.7,0.85,0.45,37.8,,64.7,32.6,12,3,1,43.8,76.1,50.9,F,,,PENDING,0.0,0
128,1128,CERT-2026-00128,Web Development Bootcamp 128,Web Development,46,12,2026-04-06,2026-04-29,,ONGOING,6,4,1,1,0.67,3.6,0.76,0.49,41.6,,46.5,,6,3,3,51.3,65.7,52.4,F,,,PENDING,0.0,0
129,1129,CERT-2026-00129,Cybersecurity Bootcamp 129,Cybersecurity,67,17,2026-04-12,2026-04-22,,ONGOING,4,2,1,1,0.46,4.1,0.89,0.6,77.6,,63.6,90.1,13,2,2,70.1,79.1,68.7,D,,,PENDING,0.0,0
130,1130,CERT-2026-00130,Data Science Bootcamp 130,Data Science,67,17,2026-04-08,2026-04-19,,ONGOING,2,1,1,0,0.52,4.4,1.0,0.56,86.3,,100.0,94.8,16,0,6,73.9,100.0,76.7,C,,,PENDING,0.0,0
131,1131,CERT-2026-00131,Cybersecurity Bootcamp 131,Cybersecurity,60,15,2026-04-09,2026-04-26,,ONGOING,3,2,0,1,0.51,3.3,0.96,0.56,60.1,,67.5,72.7,21,1,0,60.5,85.2,63.1,D,,,PENDING,0.0,0
132,1132,CERT-2026-00132,Web Development Bootcamp 132,Web Development,53,13,2026-04-07,2026-04-26,,ONGOING,5,2,1,2,0.39,3.6,0.98,0.64,91.9,,90.6,80.1,15,2,1,71.9,92.6,74.7,C,,,PENDING,0.0,0
133,1133,CERT-2026-00133,UI/UX Bootcamp 133,UI/UX,34,8,2024-08-22,2024-08-30,,COMPLETED,15,9,2,4,0.58,3.5,0.93,0.85,61.3,74.3,79.0,74.5,0,1,3,70.4,87.9,73.3,C,,,PENDING,0.3321,0
134,1134,CERT-2026-00134,Cybersecurity Bootcamp 134,Cybersecurity,59,15,2026-04-09,2026-04-27,,ONGOING,5,3,1,1,0.55,3.4,0.86,0.62,75.6,,74.3,61.8,14,1,3,62.4,83.1,65.3,D,,,PENDING,0.0,0
135,1135,CERT-2026-00135,Web Development Bootcamp 135,Web Development,50,12,2025-01-20,2025-02-01,,COMPLETED,4,3,0,1,0.8,5.0,0.83,0.9,48.5,56.9,66.3,49.8,0,2,0,52.6,77.4,57.1,F,,,PENDING,0.3584,0
136,1136,CERT-2026-00136,Cybersecurity Bootcamp 136,Cybersecurity,42,10,2025-05-18,2025-05-28,,COMPLETED,5,4,0,1,0.76,3.9,1.0,0.92,64.5,68.0,100.0,74.1,0,0,1,68.5,100.0,74.4,C,2025-06-25,2026-06-25,ISSUED,0.668,1
137,1137,CERT-2026-00137,UI/UX Bootcamp 137,UI/UX,40,10,2025-10-18,2025-10-28,,COMPLETED,6,5,0,1,0.91,4.6,0.82,0.89,87.8,75.4,97.8,,0,5,2,74.8,83.1,79.2,C,,,PENDING,0.3107,0
138,1138,CERT-2026-00138,Data Science Bootcamp 138,Data Science,79,20,2024-09-18,2024-10-08,,COMPLETED,10,6,2,2,0.64,4.0,0.87,0.94,72.6,76.3,75.9,79.4,0,2,1,76.0,82.5,76.7,C,2024-10-24,2025-10-24,EXPIRED,0.7319,1
139,1139,CERT-2026-00139,Cybersecurity Bootcamp 139,Cybersecurity,55,14,2026-04-07,2026-04-22,,ONGOING,7,3,1,3,0.49,3.1,0.71,0.27,36.6,,35.4,28.1,11,2,0,42.3,61.1,45.3,F,,,PENDING,0.0,0
140,1140,CERT-2026-00140,Data Science Bootcamp 140,Data Science,64,16,2025-05-28,2025-06-13,,COMPLETED,13,8,2,3,0.64,,0.79,0.85,66.7,68.4,42.4,55.2,0,0,1,64.6,70.4,63.9,D,2025-06-15,2026-06-15,ISSUED,0.4303,1
141,1141,CERT-2026-00141,Web Development Bootcamp 141,Web Development,53,13,2025-12-29,2026-01-03,2026-01-03,CANCELLED,4,3,0,1,0.66,3.9,0.86,0.14,53.7,,77.5,61.1,24,0,0,55.7,85.8,60.3,D,,,REVOKED,0.0,0
142,1142,CERT-2026-00142,Data Science Bootcamp 142,Data Science,68,17,2026-04-08,2026-04-28,,ONGOING,2,2,0,0,0.8,4.5,0.88,0.72,58.0,,67.9,63.1,2,2,0,57.5,80.2,60.6,D,,,PENDING,0.0,0
143,1143,CERT-2026-00143,Cloud Bootcamp 143,Cloud,52,13,2026-04-08,2026-04-28,,ONGOING,6,4,1,1,0.63,3.6,0.94,0.5,79.3,,57.5,67.5,15,1,3,65.0,80.8,65.6,D,,,PENDING,0.0,0
144,1144,CERT-2026-00144,Web Development Bootcamp 144,Web Development,46,12,2026-04-12,2026-04-23,,ONGOING,4,2,1,1,0.6,3.8,0.88,0.6,56.1,,78.6,34.6,20,5,1,49.8,79.1,57.5,F,,,PENDING,0.0,0
145,1145,CERT-2026-00145,Cloud Bootcamp 145,Cloud,47,12,2026-05-19,2026-05-31,,UPCOMING,3,2,0,1,0.66,4.6,1.0,0.07,,,100.0,,17,2,2,55.6,96.8,64.2,D,,,PENDING,0.0,0
146,1146,CERT-2026-00146,Mobile Bootcamp 146,Mobile,24,6,2026-04-09,2026-04-21,,ONGOING,8,5,2,1,0.59,4.2,0.81,0.57,70.2,,86.1,65.0,7,1,1,61.6,85.0,65.4,D,,,PENDING,0.0,0
147,1147,CERT-2026-00147,Cybersecurity Bootcamp 147,Cybersecurity,52,13,2026-04-10,2026-04-23,,ONGOING,1,1,0,0,0.74,4.6,1.0,0.68,86.6,,74.4,75.0,10,0,2,69.0,91.0,70.9,C,,,PENDING,0.0,0
148,1148,CERT-2026-00148,Web Development Bootcamp 148,Web Development,41,10,2025-04-30,2025-05-10,,COMPLETED,13,5,4,4,0.37,3.4,0.84,0.97,65.2,64.7,53.4,66.7,0,3,1,65.4,71.7,65.3,D,,,PENDING,0.2495,0
149,1149,CERT-2026-00149,UI/UX Bootcamp 149,UI/UX,49,12,2026-02-12,2026-02-24,,COMPLETED,8,2,2,4,0.21,3.0,0.82,0.99,70.7,76.5,52.2,67.0,0,2,1,72.4,72.0,71.3,C,2026-03-14,2027-03-14,ISSUED,0.2995,1
150,1150,CERT-2026-00150,Cybersecurity Bootcamp 150,Cybersecurity,65,16,2025-05-25,2025-06-10,,COMPLETED,9,6,1,2,0.66,3.9,0.82,0.91,50.8,59.5,75.6,51.2,0,0,2,54.8,83.4,60.0,D,,,PENDING,0.439,0
151,1151,CERT-2026-00151,Cloud Bootcamp 151,Cloud,61,15,2025-11-13,2025-11-17,2025-11-17,CANCELLED,2,1,0,1,0.72,4.3,0.75,0.29,37.0,,35.3,49.3,21,4,0,47.7,59.7,48.7,F,,,REVOKED,0.0,0
152,1152,CERT-2026-00152,Cloud Bootcamp 152,Cloud,49,12,2026-03-01,2026-03-13,,COMPLETED,2,1,0,1,0.65,4.3,0.74,0.97,75.8,92.6,61.2,48.4,0,1,3,76.5,73.1,77.1,C,2026-04-04,2027-04-04,ISSUED,0.5801,1
153,1153,CERT-2026-00153,Web Development Bootcamp 153,Web Development,38,10,2025-04-09,2025-04-19,,COMPLETED,9,5,2,2,0.54,3.6,0.85,0.89,46.3,63.3,50.2,,0,2,1,56.9,72.6,58.6,F,2025-05-15,2026-05-15,ISSUED,0.328,1
154,1154,CERT-2026-00154,Data Science Bootcamp 154,Data Science,73,18,2025-11-22,2025-12-10,,COMPLETED,8,7,0,1,0.91,3.0,0.99,0.9,86.4,91.6,100.0,74.5,0,0,2,85.8,99.6,89.6,B,2026-01-06,2027-01-06,ISSUED,0.7805,1
155,1155,CERT-2026-00155,Web Development Bootcamp 155,Web Development,33,8,2026-04-08,2026-04-22,,ONGOING,2,1,0,1,0.53,3.2,0.59,0.52,40.2,,29.6,21.4,2,0,0,41.7,56.9,43.6,F,,,PENDING,0.0,0
156,1156,CERT-2026-00156,Data Science Bootcamp 156,Data Science,42,10,2026-04-08,2026-04-28,,ONGOING,4,2,1,1,0.58,3.5,0.74,0.57,25.0,,37.2,25.5,5,2,1,38.2,63.1,42.6,F,,,PENDING,0.0,0
157,1157,CERT-2026-00157,Cloud Bootcamp 157,Cloud,45,11,2026-04-08,2026-04-28,,ONGOING,3,2,1,0,0.63,3.8,0.84,0.51,59.5,,48.4,79.9,12,0,2,62.1,74.7,60.7,D,,,PENDING,0.0,0
158,1158,CERT-2026-00158,Web Development Bootcamp 158,Web Development,56,14,2025-12-11,2025-12-19,2025-12-19,CANCELLED,4,2,1,1,0.4,2.9,0.85,0.35,36.9,,47.5,55.2,19,2,0,49.2,71.7,51.8,F,,,REVOKED,0.0,0
159,1159,CERT-2026-00159,Mobile Bootcamp 159,Mobile,38,10,2026-04-28,2026-05-08,,UPCOMING,4,3,1,0,0.66,4.0,0.88,0.07,,,76.3,,21,0,2,55.6,86.3,60.4,D,,,PENDING,0.0,0
160,1160,CERT-2026-00160,Cybersecurity Bootcamp 160,Cybersecurity,58,14,2026-04-10,2026-04-22,,ONGOING,5,4,0,1,0.88,5.0,1.0,0.86,100.0,,100.0,100.0,13,0,3,79.3,100.0,80.7,B,,,PENDING,0.0,0
161,1161,CERT-2026-00161,UI/UX Bootcamp 161,UI/UX,29,7,2026-03-03,2026-03-10,,COMPLETED,10,7,2,1,0.67,4.4,0.83,0.9,62.5,73.9,65.5,69.2,0,0,3,69.3,80.3,70.2,C,2026-04-01,2027-04-01,ISSUED,0.4703,1
162,1162,CERT-2026-00162,Web Development Bootcamp 162,Web Development,44,11,2025-08-07,2025-08-18,,COMPLETED,10,7,2,1,0.68,4.0,0.7,0.91,42.9,59.8,31.9,34.1,0,2,1,48.3,59.5,49.6,F,,,REVOKED,0.1658,0
163,1163,CERT-2026-00163,Data Science Bootcamp 163,Data Science,46,12,2026-04-06,2026-04-27,,ONGOING,3,2,0,1,0.62,3.8,1.0,0.5,96.4,,96.1,,6,0,4,67.7,98.6,73.5,C,,,PENDING,0.0,0
164,1164,CERT-2026-00164,Cloud Bootcamp 164,Cloud,41,10,2026-04-12,2026-04-30,,ONGOING,2,1,0,1,0.55,3.9,0.8,0.54,54.2,,87.3,,12,1,1,55.1,85.0,60.7,D,,,PENDING,0.0,0
165,1165,CERT-2026-00165,Data Science Bootcamp 165,Data Science,62,16,2026-02-01,2026-02-17,,COMPLETED,10,6,1,3,0.63,4.0,0.84,0.93,60.7,69.8,91.0,52.7,0,1,2,62.8,88.1,68.9,D,,,PENDING,0.579,0
166,1166,CERT-2026-00166,Web Development Bootcamp 166,Web Development,46,12,2026-04-06,2026-04-28,,ONGOING,1,0,0,1,0.48,3.6,0.91,0.53,84.2,,72.6,65.1,25,2,1,65.8,83.2,68.0,D,,,PENDING,0.0,0
167,1167,CERT-2026-00167,Cloud Bootcamp 167,Cloud,62,16,2026-01-12,2026-01-28,,COMPLETED,8,6,1,1,0.75,4.0,0.81,0.96,70.8,77.0,90.3,71.0,0,1,2,73.6,86.5,76.6,C,2026-02-11,2027-02-11,ISSUED,0.4226,1
168,1168,CERT-2026-00168,UI/UX Bootcamp 168,UI/UX,37,9,2025-09-16,2025-09-25,,COMPLETED,13,11,1,1,0.84,4.9,0.98,0.96,62.4,88.6,45.5,80.0,0,0,3,78.6,80.0,76.7,C,2025-10-08,2026-10-08,ISSUED,0.6322,1
169,1169,CERT-2026-00169,Mobile Bootcamp 169,Mobile,41,10,2026-05-16,2026-05-26,,UPCOMING,5,3,1,1,0.52,3.8,0.73,0.05,,,39.0,,18,3,1,55.6,61.7,54.8,F,,,PENDING,0.0,0
170,1170,CERT-2026-00170,Web Development Bootcamp 170,Web Development,46,12,2026-01-12,2026-01-23,2026-01-23,CANCELLED,6,5,0,1,0.84,5.0,1.0,0.38,84.5,,100.0,70.6,27,0,6,67.3,100.0,72.8,C,,,REVOKED,0.0,0
171,1171,CERT-2026-00171,Cybersecurity Bootcamp 171,Cybersecurity,68,17,2026-04-05,2026-05-02,,ONGOING,3,2,0,1,0.62,3.5,0.78,0.71,74.2,,62.4,70.5,10,1,3,64.2,75.3,64.1,D,,,PENDING,0.0,0
172,1172,CERT-2026-00172,Mobile Bootcamp 172,Mobile,27,7,2026-04-10,2026-04-22,,ONGOING,3,2,0,1,0.69,3.9,0.94,0.56,74.0,,77.4,66.7,13,0,0,63.2,89.4,66.6,D,,,PENDING,0.0,0
173,1173,CERT-2026-00173,Cybersecurity Bootcamp 173,Cybersecurity,55,14,2026-02-05,2026-02-19,,COMPLETED,13,4,4,5,0.29,,0.69,0.88,42.0,53.9,44.2,34.0,0,2,0,45.4,63.3,48.3,F,,,REVOKED,0.1122,0
174,1174,CERT-2026-00174,Cybersecurity Bootcamp 174,Cybersecurity,48,12,2025-12-31,2026-01-09,2026-01-09,CANCELLED,3,2,1,0,0.54,3.7,0.64,0.06,28.9,,29.0,54.5,17,0,0,46.6,59.0,45.8,F,,,REVOKED,0.0,0
175,1175,CERT-2026-00175,Mobile Bootcamp 175,Mobile,34,8,2026-03-07,2026-03-15,,COMPLETED,8,7,1,0,0.87,4.9,0.88,1.0,82.4,96.2,93.2,76.0,0,2,2,87.0,89.0,89.0,B,2026-03-25,2027-03-25,ISSUED,0.8248,1
176,1176,CERT-2026-00176,Cybersecurity Bootcamp 176,Cybersecurity,66,16,2026-05-24,2026-06-09,,UPCOMING,5,3,1,1,0.67,3.8,0.75,0.06,,,48.3,,23,1,0,55.6,69.1,56.0,F,,,PENDING,0.0,0
177,1177,CERT-2026-00177,Web Development Bootcamp 177,Web Development,41,10,2025-04-25,2025-05-05,,COMPLETED,9,5,1,3,0.55,4.0,1.0,0.93,92.1,91.0,73.9,99.3,0,1,1,93.4,89.3,91.1,A,2025-05-31,2026-05-31,ISSUED,0.8891,1
178,1178,CERT-2026-00178,Cloud Bootcamp 178,Cloud,50,12,2026-04-10,2026-04-22,,ONGOING,4,2,1,1,0.53,4.5,0.84,0.54,79.1,,48.2,68.1,14,1,0,65.1,73.1,63.7,D,,,PENDING,0.0,0
179,1179,CERT-2026-00179,Cloud Bootcamp 179,Cloud,64,16,2025-11-10,2025-11-26,,COMPLETED,10,6,2,2,0.61,4.3,0.88,0.94,78.4,75.3,83.4,65.7,0,2,0,73.8,85.6,76.7,C,,,PENDING,0.5045,0
180,1180,CERT-2026-00180,UI/UX Bootcamp 180,UI/UX,60,15,2026-02-17,2026-03-04,,COMPLETED,8,4,1,3,0.51,3.8,0.71,0.91,52.0,64.4,18.5,49.9,0,2,1,57.1,55.2,54.4,F,,,PENDING,0.2894,0
181,1181,CERT-2026-00181,Data Science Bootcamp 181,Data Science,50,12,2026-04-06,2026-04-28,,ONGOING,4,2,1,1,0.61,5.0,1.0,0.62,85.8,,100.0,92.3,16,1,5,73.1,98.4,76.2,C,,,PENDING,0.0,0
182,1182,CERT-2026-00182,Cloud Bootcamp 182,Cloud,32,8,2025-11-24,2025-12-02,,COMPLETED,7,4,1,2,0.56,4.2,1.0,0.97,64.8,96.6,100.0,70.7,0,0,4,80.6,100.0,86.0,B,2025-12-12,2026-12-12,ISSUED,0.8083,1
183,1183,CERT-2026-00183,Cloud Bootcamp 183,Cloud,51,13,2025-06-23,2025-07-06,,COMPLETED,8,4,2,2,0.47,3.2,0.82,0.89,25.5,54.7,78.6,47.3,0,2,0,44.1,81.2,51.7,F,,,REVOKED,0.2348,0
184,1184,CERT-2026-00184,Cybersecurity Bootcamp 184,Cybersecurity,52,13,2026-04-06,2026-04-29,,ONGOING,1,1,0,0,0.55,3.5,0.83,0.46,48.3,,61.2,44.8,5,2,2,50.0,75.6,54.5,F,,,PENDING,0.0,0
185,1185,CERT-2026-00185,Data Science Bootcamp 185,Data Science,58,14,2025-03-22,2025-04-05,,COMPLETED,8,5,2,1,0.62,3.6,0.98,0.93,80.3,81.3,87.7,72.0,0,2,2,78.7,91.6,81.9,B,2025-04-28,2026-04-28,ISSUED,0.7841,1
186,1186,CERT-2026-00186,Cloud Bootcamp 186,Cloud,41,10,2026-04-12,2026-04-26,,ONGOING,4,3,1,0,0.79,4.3,1.0,0.5,82.7,,94.2,100.0,21,1,1,74.1,96.4,75.8,C,,,PENDING,0.0,0
187,1187,CERT-2026-00187,UI/UX Bootcamp 187,UI/UX,36,9,2024-08-01,2024-08-10,,COMPLETED,10,6,2,2,0.62,4.6,1.0,0.94,89.8,96.0,100.0,86.8,0,1,2,91.8,98.4,94.0,A,2024-08-23,2025-08-23,EXPIRED,0.8333,1
188,1188,CERT-2026-00188,Web Development Bootcamp 188,Web Development,49,12,2026-04-10,2026-04-24,,ONGOING,6,4,1,1,0.62,3.6,0.9,0.51,53.6,,94.6,82.2,7,0,1,60.9,93.6,65.6,D,,,PENDING,0.0,0
189,1189,CERT-2026-00189,Cybersecurity Bootcamp 189,Cybersecurity,52,13,2026-04-27,2026-05-10,,UPCOMING,9,5,2,2,0.56,3.6,0.72,0.09,,,25.1,,7,6,1,55.6,51.6,53.0,F,,,PENDING,0.0,0
190,1190,CERT-2026-00190,Cybersecurity Bootcamp 190,Cybersecurity,62,16,2026-05-21,2026-06-06,,UPCOMING,2,1,1,0,0.63,4.7,1.0,0.01,,,100.0,,32,0,2,55.6,100.0,64.2,D,,,PENDING,0.0,0
191,1191,CERT-2026-00191,Cloud Bootcamp 191,Cloud,62,16,2026-04-07,2026-05-03,,ONGOING,4,3,1,0,0.68,3.8,1.0,0.49,81.2,,100.0,86.0,12,0,1,70.2,100.0,74.2,C,,,PENDING,0.0,0
192,1192,CERT-2026-00192,Data Science Bootcamp 192,Data Science,47,12,2026-04-11,2026-04-24,,ONGOING,1,1,0,0,0.69,3.9,0.86,0.44,50.6,,81.5,45.1,8,0,1,50.8,87.2,57.8,F,,,PENDING,0.0,0
193,1193,CERT-2026-00193,Web Development Bootcamp 193,Web Development,46,12,2026-04-19,2026-05-01,,UPCOMING,2,1,0,1,0.49,3.5,0.91,0.04,,,80.9,,30,0,5,55.6,89.3,61.2,D,,,PENDING,0.0,0
194,1194,CERT-2026-00194,Cloud Bootcamp 194,Cloud,53,13,2025-03-03,2025-03-16,,COMPLETED,8,4,2,2,0.5,3.8,0.72,0.96,59.4,73.2,26.1,37.4,0,2,3,60.1,58.3,59.1,F,2025-04-05,2026-04-05,EXPIRED,0.2763,1
195,1195,CERT-2026-00195,UI/UX Bootcamp 195,UI/UX,41,10,2025-09-09,2025-09-17,2025-09-17,CANCELLED,1,1,0,0,0.72,4.5,0.84,0.4,52.1,,76.0,84.7,14,1,1,61.1,82.8,62.9,D,,,REVOKED,0.0,0
196,1196,CERT-2026-00196,Data Science Bootcamp 196,Data Science,41,10,2025-06-22,2025-07-02,,COMPLETED,4,2,1,1,0.52,4.5,0.74,0.89,37.9,61.3,44.6,,0,2,1,53.5,65.7,54.2,F,2025-07-10,2026-07-10,ISSUED,0.1985,1
197,1197,CERT-2026-00197,Cloud Bootcamp 197,Cloud,57,14,2024-10-01,2024-10-15,,COMPLETED,5,3,1,1,0.57,3.1,0.83,0.88,56.1,67.3,81.8,61.1,0,3,2,62.4,81.2,66.7,D,,,PENDING,0.253,0
198,1198,CERT-2026-00198,Cloud Bootcamp 198,Cloud,47,12,2025-03-11,2025-03-23,,COMPLETED,8,4,2,2,0.52,4.6,0.73,0.88,70.2,51.1,51.5,50.4,0,4,2,56.7,64.5,57.4,F,2025-03-31,2026-03-31,EXPIRED,0.3209,1
199,1199,CERT-2026-00199,Cybersecurity Bootcamp 199,Cybersecurity,35,9,2025-11-07,2025-11-16,,COMPLETED,7,6,0,1,0.8,4.8,0.93,0.86,77.5,75.6,84.6,64.7,0,2,1,73.4,88.3,77.0,C,,,PENDING,0.4767,0
200,1200,CERT-2026-00200,Web Development Bootcamp 200,Web Development,52,13,2024-10-22,2024-11-04,,COMPLETED,8,3,3,2,0.42,3.5,0.74,0.89,65.9,78.5,72.4,49.2,0,2,0,67.4,75.4,70.3,C,,,PENDING,0.3779,0
201,1201,CERT-2026-00201,Web Development Bootcamp 201,Web Development,25,6,2026-04-11,2026-04-24,,ONGOING,2,1,1,0,0.68,4.1,0.84,0.35,39.9,,85.0,72.3,10,2,1,54.3,84.4,59.3,F,,,PENDING,0.0,0
202,1202,CERT-2026-00202,Web Development Bootcamp 202,Web Development,55,14,2025-02-25,2025-03-11,,COMPLETED,12,9,1,2,0.74,4.3,1.0,1.0,100.0,100.0,89.7,95.1,0,1,3,98.8,94.8,98.1,A,2025-04-10,2026-04-10,EXPIRED,0.9369,1
